reps,num_runs,qaoa_cut,qaoa_time_s,sa_cut,exact_cut
1,5,13.514123104000777,9.647792899981141,13.514123104000777,13.514123104000777
2,5,13.514123104000777,24.3159751999774,13.514123104000777,13.514123104000777
3,5,13.514123104000777,71.21823689999292,13.514123104000777,13.514123104000777
