reps,num_runs,qaoa_cut,qaoa_time_s,sa_cut,exact_cut
1,5,20.626457787418268,19.55286979995435,20.626457787418268,20.626457787418268
2,5,20.626457787418268,54.96544899995206,20.626457787418268,20.626457787418268
3,5,20.626457787418268,238.4509333000169,20.626457787418268,20.626457787418268
